47,3
50,3
70,3
110,3
163,3
165,3
293,3
296,3
316,3
318,3
353,3
356,3
377,3
527,3
541,3
589,3
593,3
608,3
750,3
832,3
858,3
912,3
1036,3
1047,3
1089,3
1090,3
1196,3
1198,3
1200,3
1208,3
1210,3
1214,3
1225,3
1240,3
1246,3
1249,3
1258,3
1263,3
1265,3
1269,3
1270,3
1275,3
1287,3
1291,3
1356,3
1358,3
1387,3
1573,3
1617,3
1625,3
1645,3
1792,3
1961,3
2000,3
2001,3
2002,3
2011,3
2028,3
2167,3
2278,3
2470,3
2490,3
2502,3
2539,3
2617,3
2716,3
2762,3
2858,3
2890,3
2918,3
2947,3
2951,3
2959,3
2985,3
3082,3
3147,3
3252,3
3328,3
3508,3
3527,3
3681,3
3793,3
4022,3
4085,3
4214,3
4226,3
4262,3
4776,3
4993,3
4995,3
5010,3
5349,3
5418,3
6893,3
1,2
11,2
16,2
22,2
24,2
25,2
32,2
62,2
74,2
111,2
141,2
150,2
168,2
188,2
196,2
198,2
207,2
224,2
253,2
266,2
282,2
292,2
315,2
351,2
367,2
368,2
380,2
434,2
457,2
459,2
474,2
480,2
491,2
494,2
500,2
508,2
514,2
539,2
551,2
553,2
555,2
586,2
587,2
590,2
592,2
594,2
597,2
599,2
647,2
678,2
708,2
736,2
780,2
799,2
800,2
802,2
910,2
913,2
914,2
916,2
919,2
923,2
953,2
971,2
1022,2
1027,2
1029,2
1037,2
1049,2
1061,2
1097,2
1127,2
1129,2
1136,2
1186,2
1193,2
1194,2
1199,2
1206,2
1207,2
1209,2
1220,2
1234,2
1235,2
1242,2
1253,2
1256,2
1266,2
1278,2
1281,2
1282,2
1283,2
1288,2
1302,2
1339,2
1350,2
1353,2
1376,2
1378,2
1393,2
1408,2
1425,2
1479,2
1503,2
1527,2
1580,2
1589,2
1608,2
1610,2
1615,2
1616,2
1620,2
1661,2
1663,2
1704,2
1722,2
1748,2
1777,2
1784,2
1801,2
1834,2
1945,2
1962,2
1968,2
1994,2
2003,2
2009,2
2020,2
2023,2
2058,2
2078,2
2085,2
2105,2
2109,2
2139,2
2140,2
2174,2
2194,2
2231,2
2245,2
2248,2
2273,2
2288,2
2291,2
2301,2
2311,2
2346,2
2355,2
2367,2
2391,2
2407,2
2413,2
2501,2
2505,2
2527,2
2528,2
2529,2
2541,2
2560,2
2565,2
2571,2
2672,2
2686,2
2763,2
2770,2
2791,2
2826,2
2867,2
2883,2
2916,2
2921,2
2922,2
2944,2
2948,2
2949,2
2956,2
2968,2
2987,2
3039,2
3081,2
3087,2
3098,2
3105,2
3107,2
3108,2
3148,2
3156,2
3175,2
3198,2
3253,2
3256,2
3354,2
3363,2
3448,2
3477,2
3481,2
3499,2
3510,2
3529,2
3535,2
3578,2
3639,2
3654,2
3682,2
3688,2
3703,2
3704,2
3706,2
3717,2
3752,2
3753,2
3798,2
3811,2
3852,2
3895,2
3969,2
3981,2
3996,2
4002,2
4008,2
4020,2
4027,2
4029,2
4034,2
4041,2
4084,2
4103,2
4128,2
4223,2
4238,2
4270,2
4299,2
4306,2
4321,2
4343,2
4351,2
4446,2
4448,2
4467,2
4499,2
4535,2
4589,2
4701,2
4787,2
4802,2
4815,2
4848,2
4865,2
4886,2
4947,2
4954,2
4958,2
4963,2
4975,2
4992,2
5015,2
5016,2
5040,2
5054,2
5064,2
5065,2
5152,2
5247,2
5266,2
5378,2
5574,2
5650,2
5732,2
5867,2
5952,2
6156,2
6213,2
6303,2
6378,2
6,2
145,2
260,2
720,2
741,2
778,2
786,2
924,2
1060,2
1201,2
1221,2
1222,2
1250,2
1274,2
1276,2
1552,2
1587,2
1729,2
